"Name","Position","Zips","Fans","Steamer","Oliver","Rotochamp","Average","Total",,,,,,
"Bobby Shore","Pitcher",0,0,96,168,0,132,2,,,,,,
"Casey Sadler","Pitcher",0,0,97,167,0,132,2,,,,,,
"Steven Evans","Pitcher",0,0,0,132,0,132,1,,,,,,
"Ruben Alaniz","Pitcher",0,0,87,177,0,132,2,,,,,,
"Gera Sanchez","Pitcher",0,0,0,132,0,132,1,,,,,,
"Jason Mitchell","Pitcher",0,0,80,184,0,132,2,,,,,,
"Miguel Socolovich","Pitcher",143,0,87,166,0,132,3,,,,,,
"Jeremy Jeffress","Pitcher",131,0,84,181,0,132,3,,,,,,
"Manuarys Correa","Pitcher",0,0,49,215,0,132,2,,,,,,
"Jeremy Berg","Pitcher",152,0,75,169,0,132,3,,,,,,
"Kenny Long","Pitcher",0,0,0,132,0,132,1,,,,,,
"Ryan Crowley","Pitcher",0,0,86,178,0,132,2,,,,,,
"Luis Mateo","Pitcher",0,0,99,165,0,132,2,,,,,,
"Cristian Paulino","Hitter",0,0,45,218.5,0,131.75,2,,,,,,
"Oswaldo Navarro","Hitter",196.5,0,67,0,0,131.75,2,,,,,,
"Erick Fernandez","Hitter",0,0,55,208.5,0,131.75,2,,,,,,
"Jake Diekman","Pitcher",139,0,94,162,0,131.67,3,,,,,,
"Josh Fields","Pitcher",121,0,140,134,0,131.67,3,,,,,,
"Adolfo Reina","Hitter",0,0,74.5,188.5,0,131.5,2,,,,,,
"Hilario Villa","Hitter",0,0,0,131.5,0,131.5,1,,,,,,
"Zach Kapstein","Hitter",0,0,0,131.5,0,131.5,1,,,,,,
"Reynaldo Mateo","Hitter",0,0,41.5,221.5,0,131.5,2,,,,,,
"Rocky Gale","Hitter",0,0,55.5,207.5,0,131.5,2,,,,,,
"Bryce Mosier","Hitter",0,0,0,131.5,0,131.5,1,,,,,,
"Manuel Rivera","Pitcher",0,0,87,176,0,131.5,2,,,,,,
"Jarret Martin","Pitcher",0,0,99,164,0,131.5,2,,,,,,
"Robel Garcia","Hitter",0,0,44,218.5,0,131.25,2,,,,,,
"Shawon Dunston","Hitter",0,0,47,215.5,0,131.25,2,,,,,,
"Lucas Bailey","Hitter",0,0,48,214.5,0,131.25,2,,,,,,
"Matt Spring","Hitter",0,0,57,205.5,0,131.25,2,,,,,,
"Dane Sardinha","Hitter",0,0,56.5,206,0,131.25,2,,,,,,
"Edgmer Escalona","Pitcher",163,0,85,146,131,131.25,4,,,,,,
"Charles Moorman","Hitter",0,0,0,131,0,131,1,,,,,,
"Ozzie Chavez","Hitter",0,0,62,200,0,131,2,,,,,,
"Eric Sim","Hitter",0,0,71.5,190.5,0,131,2,,,,,,
"John Nester","Hitter",0,0,43,219,0,131,2,,,,,,
"Adam Everett","Hitter",0,0,64,198,0,131,2,,,,,,
"Francisco Aponte","Hitter",0,0,51.5,210.5,0,131,2,,,,,,
"Kelly Cross","Hitter",0,0,0,131,0,131,1,,,,,,
"Lucas Leblanc","Hitter",0,0,50.5,211.5,0,131,2,,,,,,
"Michael Hamann","Pitcher",0,0,0,131,0,131,1,,,,,,
"Mitch Lively","Pitcher",154,0,76,163,0,131,3,,,,,,
"Alex Burgos","Pitcher",0,0,95,167,0,131,2,,,,,,
"Branden Kline","Pitcher",0,0,0,131,0,131,1,,,,,,
"Deryk Hooker","Pitcher",0,0,109,153,0,131,2,,,,,,
"Victor Mateo","Pitcher",0,0,80,182,0,131,2,,,,,,
"Austin Ross","Pitcher",0,0,93,169,0,131,2,,,,,,
"Graham Stoneburner","Pitcher",0,0,95,167,0,131,2,,,,,,
"Jose Zambrano","Hitter",0,0,54,207.5,0,130.75,2,,,,,,
"Jiminson Natera","Hitter",0,0,40,221.5,0,130.75,2,,,,,,
"M.P. Cokinos","Hitter",0,0,52.5,209,0,130.75,2,,,,,,
"Shawn Kelley","Pitcher",119,0,103,128,173,130.75,4,,,,,,
"Mike Ekstrom","Pitcher",143,0,79,170,0,130.67,3,,,,,,
"Yonathan Mejia","Hitter",0,0,47.5,213.5,0,130.5,2,,,,,,
"Steven Moya","Hitter",0,0,51,210,0,130.5,2,,,,,,
"Gabrial Franca","Hitter",0,0,55.5,205.5,0,130.5,2,,,,,,
"Mitch Canham","Hitter",0,0,60.5,200.5,0,130.5,2,,,,,,
"Harold Castro","Hitter",0,0,53,208,0,130.5,2,,,,,,
"Chad Noble","Hitter",0,0,56.5,204.5,0,130.5,2,,,,,,
"Yaniel Cabeza","Hitter",0,0,49.5,211.5,0,130.5,2,,,,,,
"Joey Curletta","Hitter",0,0,0,130.5,0,130.5,1,,,,,,
"Tanner Scheppers","Pitcher",134,0,103,149,136,130.5,4,,,,,,
"Zachary Nuding","Pitcher",0,0,87,174,0,130.5,2,,,,,,
"Juan Gonzalez","Pitcher",0,0,86,175,0,130.5,2,,,,,,
"Edgar Olmos","Pitcher",191,0,70,0,0,130.5,2,,,,,,
"Elvin Ramirez","Pitcher",178,0,88,0,125,130.33,3,,,,,,
"Patrick Smith","Hitter",0,0,49.5,211,0,130.25,2,,,,,,
"William Swanner","Hitter",0,0,54,206.5,0,130.25,2,,,,,,
"Jeff Larish","Hitter",193.5,0,67,0,0,130.25,2,,,,,,
"Sammy Ayala","Hitter",0,0,0,130,0,130,1,,,,,,
"Johan Quevedo","Hitter",0,0,0,130,0,130,1,,,,,,
"Jorge Martinez","Hitter",0,0,46.5,213.5,0,130,2,,,,,,
"Nick Vickerson","Hitter",0,0,42,218,0,130,2,,,,,,
"Christian Munoz","Hitter",0,0,0,130,0,130,1,,,,,,
"David Hurlbut","Pitcher",0,0,85,175,0,130,2,,,,,,
"Drew Naylor","Pitcher",163,0,97,0,0,130,2,,,,,,
"Blaine Hardy","Pitcher",0,0,97,163,0,130,2,,,,,,
"Corey Black","Pitcher",0,0,146,114,0,130,2,,,,,,
"Austin Wood","Pitcher",0,0,90,170,0,130,2,,,,,,
"Dail Villanueva","Pitcher",0,0,88,172,0,130,2,,,,,,
"Blake Wood","Pitcher",132,0,87,171,0,130,3,,,,,,
"Ryan Rodebaugh","Pitcher",0,0,82,178,0,130,2,,,,,,
"Jimmy Reyes","Pitcher",0,0,81,179,0,130,2,,,,,,
"Jeffrey Lorick","Pitcher",0,0,112,148,0,130,2,,,,,,
"Jason Stolz","Hitter",0,0,49.5,210,0,129.75,2,,,,,,
"Kevin Torres","Hitter",0,0,53,206.5,0,129.75,2,,,,,,
"Romy Jimenez","Hitter",0,0,55,204.5,0,129.75,2,,,,,,
"Alexis Rivera","Hitter",0,0,55,204.5,0,129.75,2,,,,,,
"Darryl George","Hitter",0,0,50,209.5,0,129.75,2,,,,,,
"Lance Roenicke","Hitter",0,0,50,209.5,0,129.75,2,,,,,,
"Chad Gaudin","Pitcher",151,0,122,150,96,129.75,4,,,,,,
"Casey Fien","Pitcher",122,0,109,140,148,129.75,4,,,,,,
"Collin Balester","Pitcher",144,0,81,164,0,129.67,3,,,,,,
"Daryl Jones","Hitter",193,0,66,0,0,129.5,2,,,,,,
"Jeremias Pineda","Hitter",0,0,47.5,211.5,0,129.5,2,,,,,,
"Jared Schlehuber","Hitter",0,0,52.5,206.5,0,129.5,2,,,,,,
"Carmen Angelini","Hitter",0,0,56.5,202.5,0,129.5,2,,,,,,
"Andrew Cain","Hitter",0,0,42.5,216.5,0,129.5,2,,,,,,
"Michael Bernal","Hitter",0,0,46,213,0,129.5,2,,,,,,
"Tom Stuifbergen","Pitcher",0,0,83,176,0,129.5,2,,,,,,
"Wes Musick","Pitcher",0,0,92,167,0,129.5,2,,,,,,
"Doug Davis","Pitcher",152,0,107,0,0,129.5,2,,,,,,
"Brandon Williamson","Pitcher",0,0,89,170,0,129.5,2,,,,,,
"Mauricio Robles","Pitcher",100,0,130,158,0,129.33,3,,,,,,
"Robert Ramirez","Hitter",0,0,42,216.5,0,129.25,2,,,,,,
"Chad Comer","Hitter",0,0,52.5,206,0,129.25,2,,,,,,
"Michael Williams","Hitter",0,0,45.5,213,0,129.25,2,,,,,,
"Gilmer Lampe","Hitter",0,0,45,213.5,0,129.25,2,,,,,,
"Doug Bernier","Hitter",126.5,0,55,206,0,129.17,3,,,,,,
"Roberto De La Cruz","Hitter",0,0,47,211,0,129,2,,,,,,
"Cristian Otero","Hitter",0,0,0,129,0,129,1,,,,,,
"Jesus Ustariz","Hitter",0,0,50.5,207.5,0,129,2,,,,,,
"Yeicok Calderon","Hitter",0,0,47.5,210.5,0,129,2,,,,,,
"Kyrell Hudson","Hitter",0,0,45.5,212.5,0,129,2,,,,,,
"Kevin Barrios","Hitter",0,0,0,129,0,129,1,,,,,,
"Dustin Harrington","Hitter",0,0,62.5,195.5,0,129,2,,,,,,
"Jose Ramirez","Hitter",0,0,47,211,0,129,2,,,,,,
"Emilio Guerrero","Hitter",0,0,42.5,215.5,0,129,2,,,,,,
"Felix Cabrera","Hitter",0,0,65.5,192.5,0,129,2,,,,,,
"Wes Schill","Hitter",0,0,47.5,210.5,0,129,2,,,,,,
"Jeff Manship","Pitcher",145,0,76,166,0,129,3,,,,,,
"Tony Pena","Pitcher",0,0,79,179,0,129,2,,,,,,
"Michael Morin","Pitcher",0,0,0,129,0,129,1,,,,,,
"Bryan Mitchell","Pitcher",0,0,95,163,0,129,2,,,,,,
"Gabriel Perez","Pitcher",0,0,89,169,0,129,2,,,,,,
"Michael Lee","Pitcher",0,0,90,168,0,129,2,,,,,,
"Brett Shankin","Pitcher",0,0,83,175,0,129,2,,,,,,
"Jordan Norberto","Pitcher",149,0,103,140,124,129,4,,,,,,
"Luis Perdomo","Pitcher",154,0,61,172,0,129,3,,,,,,
"Dan Cortes","Pitcher",0,0,88,170,0,129,2,,,,,,
"Matt Crouse","Pitcher",0,0,72,186,0,129,2,,,,,,
"Jacob Barnes","Pitcher",0,0,90,168,0,129,2,,,,,,
"Michael Soto","Hitter",0,0,48.5,209,0,128.75,2,,,,,,
"Juan Ciriaco","Hitter",0,0,53,204.5,0,128.75,2,,,,,,
"Frank De Los Santos","Pitcher",146,0,54,186,0,128.67,3,,,,,,
"Shane Loux","Pitcher",111,0,70,205,0,128.67,3,,,,,,
"Jeff Marquez","Pitcher",154,0,55,177,0,128.67,3,,,,,,
"Drew Hayes","Pitcher",138,0,87,161,0,128.67,3,,,,,,
"Ryan Jenkins","Hitter",0,0,61.5,195.5,0,128.5,2,,,,,,
"Bradley Marquez","Hitter",0,0,0,128.5,0,128.5,1,,,,,,
"D'Andre Toney","Hitter",0,0,48,209,0,128.5,2,,,,,,
"Edgar Corcino","Hitter",0,0,67,190,0,128.5,2,,,,,,
"Alfredo Patino","Hitter",0,0,47.5,209.5,0,128.5,2,,,,,,
"Rashad Harlin","Hitter",0,0,0,128.5,0,128.5,1,,,,,,
"Gabriel Arias","Pitcher",0,0,103,154,0,128.5,2,,,,,,
"Joey Williamson","Pitcher",0,0,113,144,0,128.5,2,,,,,,
"Ryan Searle","Pitcher",0,0,58,199,0,128.5,2,,,,,,
"Chan Ho Park","Pitcher",0,0,93,164,0,128.5,2,,,,,,
"Eliecer Navarro","Pitcher",0,0,77,180,0,128.5,2,,,,,,
"Kellen Moen","Pitcher",0,0,85,172,0,128.5,2,,,,,,
"Conrad Flynn","Pitcher",0,0,89,168,0,128.5,2,,,,,,
"Frank Del Valle","Pitcher",0,0,103,154,0,128.5,2,,,,,,
"David Rollins","Pitcher",0,0,93,164,0,128.5,2,,,,,,
"Brandon Sisk","Pitcher",138,0,78,169,0,128.33,3,,,,,,
"Jairo Gomez","Hitter",0,0,53.5,203,0,128.25,2,,,,,,
"Daniel Barbuena","Hitter",0,0,45,211.5,0,128.25,2,,,,,,
"Kawika Emsley-Pai","Hitter",0,0,53,203.5,0,128.25,2,,,,,,
"Jim Miller","Pitcher",160,0,85,175,93,128.25,4,,,,,,
"Oliver Perez","Pitcher",132,0,105,153,123,128.25,4,,,,,,
"Mike Meyers","Hitter",0,0,0,128,0,128,1,,,,,,
"Jorge Fernandez","Hitter",0,0,0,128,0,128,1,,,,,,
"Alexander Sanchez","Hitter",0,0,51,205,0,128,2,,,,,,
"Joe Paciorek","Hitter",0,0,50.5,205.5,0,128,2,,,,,,
"Frank Rivas","Hitter",0,0,0,128,0,128,1,,,,,,
"Justice French","Pitcher",0,0,82,174,0,128,2,,,,,,
"Erik Hamren","Pitcher",0,0,88,168,0,128,2,,,,,,
"Michael Fulmer","Pitcher",0,0,113,143,0,128,2,,,,,,
"Jacob Thompson","Pitcher",0,0,128,0,0,128,1,,,,,,
"Sean Black","Pitcher",0,0,92,164,0,128,2,,,,,,
"Daryl Thompson","Pitcher",0,0,128,0,0,128,1,,,,,,
"Jonathan Albaladejo","Pitcher",151,0,85,148,0,128,3,,,,,,
"Parker Markel","Pitcher",0,0,101,155,0,128,2,,,,,,
"Trevor Bell","Pitcher",140,0,103,141,0,128,3,,,,,,
"Angelo Mora","Hitter",0,0,44.5,211,0,127.75,2,,,,,,
"John Hill","Hitter",0,0,63,192.5,0,127.75,2,,,,,,
"Carson Kelly","Hitter",0,0,51,204.5,0,127.75,2,,,,,,
"Chris Reed","Pitcher",118,0,124,141,0,127.67,3,,,,,,
"Derek Hankins","Pitcher",156,0,51,176,0,127.67,3,,,,,,
"Will Harris","Pitcher",150,0,85,148,0,127.67,3,,,,,,
"Joba Chamberlain","Pitcher",111,159,111,103,154,127.6,5,,,,,,
"Shane Opitz","Hitter",0,0,49,206,0,127.5,2,,,,,,
"Derrick Loveless","Hitter",0,0,0,127.5,0,127.5,1,,,,,,
"Jason Varitek","Hitter",0,0,68,187,0,127.5,2,,,,,,
"Terrell Joyce","Hitter",0,0,48,207,0,127.5,2,,,,,,
"Jayson Hernandez","Hitter",0,0,68.5,186.5,0,127.5,2,,,,,,
"Davi Alvarado","Hitter",0,0,0,127.5,0,127.5,1,,,,,,
"Garrett Olson","Pitcher",171,0,84,0,0,127.5,2,,,,,,
"Scott Dececco","Pitcher",0,0,87,168,0,127.5,2,,,,,,
"Logan Ondrusek","Pitcher",148,0,84,140,138,127.5,4,,,,,,
"Kyle Kaminska","Pitcher",0,0,72,183,0,127.5,2,,,,,,
"Toru Murata","Pitcher",0,0,103,152,0,127.5,2,,,,,,
"Matt Lindstrom","Pitcher",125,0,105,130,150,127.5,4,,,,,,
"Edgard Munoz","Hitter",0,0,53,201.5,0,127.25,2,,,,,,
"Jonathan Quinonez","Hitter",0,0,53,201.5,0,127.25,2,,,,,,
"Thomas Mccarthy","Hitter",0,0,50,204,0,127,2,,,,,,
"Virgil Hill","Hitter",0,0,43.5,210.5,0,127,2,,,,,,
"Raul Mondesi Jr.","Hitter",0,0,38.5,215.5,0,127,2,,,,,,
"Jose Rosario","Hitter",0,0,46.5,207.5,0,127,2,,,,,,
"Ronald Luna","Hitter",0,0,51,203,0,127,2,,,,,,
"Jake Brown","Hitter",0,0,46.5,207.5,0,127,2,,,,,,
"Emmanuel Quiles","Hitter",0,0,47.5,206.5,0,127,2,,,,,,
"Owen Jones","Pitcher",0,0,0,127,0,127,1,,,,,,
"Jesse Meaux","Pitcher",0,0,0,127,0,127,1,,,,,,
"Stephen Perakslis","Pitcher",0,0,0,127,0,127,1,,,,,,
"Daniel Cabrera","Pitcher",151,0,103,0,0,127,2,,,,,,
"Ryan Woolley","Pitcher",0,0,73,181,0,127,2,,,,,,
"Chris Jones","Pitcher",0,0,78,176,0,127,2,,,,,,
"Pat Ludwig","Pitcher",0,0,0,127,0,127,1,,,,,,
"Donovan Hand","Pitcher",148,0,73,160,0,127,3,,,,,,
"Jeffrey Farnham","Hitter",0,0,66.5,187,0,126.75,2,,,,,,
"Brandon Dailey","Hitter",0,0,45,208.5,0,126.75,2,,,,,,
"Fabel Filpo","Hitter",0,0,45,208.5,0,126.75,2,,,,,,
"Justin Jirschele","Hitter",0,0,50.5,203,0,126.75,2,,,,,,
"Zachary Kirksey","Hitter",0,0,45.5,208,0,126.75,2,,,,,,
"Francisco Arcia","Hitter",0,0,52.5,201,0,126.75,2,,,,,,
"Patrick Leyland","Hitter",0,0,55,198,0,126.5,2,,,,,,
"Jose Gonzalez","Hitter",0,0,46.5,206.5,0,126.5,2,,,,,,
"Michael Fabiaschi","Hitter",0,0,60.5,192.5,0,126.5,2,,,,,,
"Chris Burke","Hitter",0,0,41.5,211.5,0,126.5,2,,,,,,
"Rhett Stafford","Hitter",0,0,50,203,0,126.5,2,,,,,,
"Alfredo Morales","Hitter",0,0,44,209,0,126.5,2,,,,,,
"Dudley Leonora","Hitter",0,0,53.5,199.5,0,126.5,2,,,,,,
"Mark Reed","Hitter",0,0,62.5,190.5,0,126.5,2,,,,,,
"Tyson Van Winkle","Hitter",0,0,55,198,0,126.5,2,,,,,,
"Sergio Perez","Pitcher",154,0,99,0,0,126.5,2,,,,,,
"Eric Semmelhack","Pitcher",0,0,84,169,0,126.5,2,,,,,,
"Carlos Perez","Pitcher",0,0,111,142,0,126.5,2,,,,,,
"Robert Ray","Pitcher",130,0,123,0,0,126.5,2,,,,,,
"Ronard Castillo","Hitter",0,0,50,202.5,0,126.25,2,,,,,,
"Deyvi Mejia","Hitter",0,0,46,206.5,0,126.25,2,,,,,,
"Phillip Evans","Hitter",0,0,48.5,204,0,126.25,2,,,,,,
"Miguel Del Castillo","Hitter",0,0,43.5,209,0,126.25,2,,,,,,
"Steven Rodriguez","Hitter",0,0,46,206,0,126,2,,,,,,
"Will Hurt","Hitter",0,0,0,126,0,126,1,,,,,,
"Nick Johnson","Hitter",114.5,0,68.5,195,0,126,3,,,,,,
"Mookie Betts","Hitter",0,0,53.5,198.5,0,126,2,,,,,,
"Brian Ruiz","Hitter",0,0,0,126,0,126,1,,,,,,
"Steven Lerud","Hitter",0,0,49.5,202.5,0,126,2,,,,,,
"David Sopilka","Hitter",0,0,44,208,0,126,2,,,,,,
"Zack Osborne","Pitcher",0,0,73,179,0,126,2,,,,,,
"Pat Lowery","Pitcher",0,0,0,126,0,126,1,,,,,,
"Omar Beltre","Pitcher",0,0,126,0,0,126,1,,,,,,
"Chad Beck","Pitcher",106,0,73,199,0,126,3,,,,,,
"Anthony Ranaudo","Pitcher",0,0,104,148,0,126,2,,,,,,
"Sam Freeman","Pitcher",142,0,84,166,112,126,4,,,,,,
"Ethan Stewart","Pitcher",0,0,90,162,0,126,2,,,,,,
"Fred Ford","Hitter",0,0,41.5,210,0,125.75,2,,,,,,
"Candido Pimentel","Hitter",0,0,51.5,200,0,125.75,2,,,,,,
"Austin Booker","Hitter",0,0,48.5,203,0,125.75,2,,,,,,
"Guillermo Mota","Pitcher",105,0,87,116,195,125.75,4,,,,,,
"Josh Sullivan","Pitcher",118,0,115,144,0,125.67,3,,,,,,
"Anthony Claudio","Hitter",0,0,0,125.5,0,125.5,1,,,,,,
"Robinson Arno","Hitter",0,0,40.5,210.5,0,125.5,2,,,,,,
"Jose Rivera","Hitter",0,0,57.5,193.5,0,125.5,2,,,,,,
"River Stevens","Hitter",0,0,45.5,205.5,0,125.5,2,,,,,,
"Luis Sanz","Hitter",0,0,70,181,0,125.5,2,,,,,,
"Marsalis Holloway","Hitter",0,0,0,125.5,0,125.5,1,,,,,,
"Zack Dodson","Pitcher",0,0,96,155,0,125.5,2,,,,,,
"Jerry Gil","Pitcher",116,0,0,135,0,125.5,2,,,,,,
"Jason Mceachern","Pitcher",0,0,114,137,0,125.5,2,,,,,,
"Kevin Eichhorn","Pitcher",0,0,83,168,0,125.5,2,,,,,,
"Chad Durbin","Pitcher",143,0,82,154,123,125.5,4,,,,,,
"Ervis Manzanillo","Pitcher",0,0,104,147,0,125.5,2,,,,,,
"Bobby Lanigan","Pitcher",0,0,55,196,0,125.5,2,,,,,,
"Christian Garcia","Pitcher",168,0,96,93,145,125.5,4,,,,,,
"Jordan Whatcott","Pitcher",0,0,87,164,0,125.5,2,,,,,,
"Jamey Wright","Pitcher",135,0,85,159,123,125.5,4,,,,,,
"Jesse Darrah","Pitcher",0,0,91,160,0,125.5,2,,,,,,
"Michael Schwimer","Pitcher",180,0,88,183,51,125.5,4,,,,,,
"Jason Stevenson","Pitcher",0,0,87,164,0,125.5,2,,,,,,
"Hector Ambriz","Pitcher",136,0,82,0,158,125.33,3,,,,,,
"Neil Wagner","Pitcher",139,0,81,156,0,125.33,3,,,,,,
"Michael Kohn","Pitcher",117,0,87,172,0,125.33,3,,,,,,
"Greg Burke","Pitcher",140,0,79,157,0,125.33,3,,,,,,
"Tim Dillard","Pitcher",147,0,78,0,151,125.33,3,,,,,,
"Yoel Araujo","Hitter",0,0,40,210.5,0,125.25,2,,,,,,
"Jeff Howell","Hitter",0,0,58,192.5,0,125.25,2,,,,,,
"Patrick Hutcheson","Hitter",0,0,49,201.5,0,125.25,2,,,,,,
"Pedro Guerrero","Hitter",0,0,54,196.5,0,125.25,2,,,,,,
"Alberto Triunfel","Hitter",0,0,45.5,205,0,125.25,2,,,,,,
"Omar Narvaez","Hitter",0,0,49.5,201,0,125.25,2,,,,,,
"Tyler Latorre","Hitter",100,0,67,208.5,0,125.17,3,,,,,,
"John Baker","Hitter",109.5,0,80.5,198,112.5,125.13,4,,,,,,
"Jordan Galvez","Hitter",0,0,44,206,0,125,2,,,,,,
"Cody Gabella","Hitter",0,0,0,125,0,125,1,,,,,,
"Luis Baez","Hitter",0,0,44.5,205.5,0,125,2,,,,,,
"Tyler Melling","Pitcher",0,0,89,161,0,125,2,,,,,,
"Brandon Mann","Pitcher",0,0,0,125,0,125,1,,,,,,
"Adrian Salcedo","Pitcher",0,0,96,154,0,125,2,,,,,,
"Evan Scribner","Pitcher",149,0,81,158,112,125,4,,,,,,
"Ryan Brasier","Pitcher",141,0,60,174,0,125,3,,,,,,
"Adrian Sampson","Pitcher",0,0,125,0,0,125,1,,,,,,
"Richard Bleier","Pitcher",0,0,101,149,0,125,2,,,,,,
"Manuel Ruiz","Pitcher",0,0,125,0,0,125,1,,,,,,
"Gustavo Gomez","Pitcher",0,0,87,163,0,125,2,,,,,,
"Tyler Jones","Pitcher",0,0,96,154,0,125,2,,,,,,
"Kenn Kasparek","Pitcher",0,0,97,153,0,125,2,,,,,,
"Zack Cates","Pitcher",0,0,90,160,0,125,2,,,,,,
"Jose Mijares","Pitcher",137,0,87,128,148,125,4,,,,,,
"Preston Claiborne","Pitcher",0,0,60,190,0,125,2,,,,,,
"Edison Sanchez","Hitter",0,0,44.5,205,0,124.75,2,,,,,,
"Carlos De Los Santos","Hitter",0,0,70,179.5,0,124.75,2,,,,,,
"Vicmal De La Cruz","Hitter",0,0,45.5,204,0,124.75,2,,,,,,
"Lucas Luetge","Pitcher",132,0,84,158,0,124.67,3,,,,,,
"Mike McClendon","Pitcher",144,0,73,157,0,124.67,3,,,,,,
"Jake Cave","Hitter",0,0,0,124.5,0,124.5,1,,,,,,
"Jorge Vega-Rosado","Hitter",0,0,46.5,202.5,0,124.5,2,,,,,,
"Jorge Alcantara","Hitter",0,0,56,193,0,124.5,2,,,,,,
"Jose Macias","Pitcher",0,0,103,146,0,124.5,2,,,,,,
"Zachary Thornton","Pitcher",0,0,81,168,0,124.5,2,,,,,,
"Dan Meadows","Pitcher",0,0,78,171,0,124.5,2,,,,,,
"Michael Olmsted","Pitcher",149,0,91,133,0,124.33,3,,,,,,
"Blake Brown","Hitter",0,0,36.5,212,0,124.25,2,,,,,,
"Julio Concepcion","Hitter",0,0,46.5,202,0,124.25,2,,,,,,
"Jem Argenal","Hitter",0,0,49,199.5,0,124.25,2,,,,,,
"Danny Vicioso","Hitter",0,0,52.5,196,0,124.25,2,,,,,,
"Martin Peguero","Hitter",0,0,48,200.5,0,124.25,2,,,,,,
"Niko Goodrum","Hitter",0,0,43,205.5,0,124.25,2,,,,,,
"Eric Arce","Hitter",0,0,44,204,0,124,2,,,,,,
"Georvic Perez","Hitter",0,0,0,124,0,124,1,,,,,,
"Matt Treanor","Hitter",107.5,0,56,208.5,0,124,3,,,,,,
"Caleb Brewer","Pitcher",0,0,113,135,0,124,2,,,,,,
"Yoshinori Tateyama","Pitcher",125,0,84,163,0,124,3,,,,,,
"Josh Spence","Pitcher",145,0,82,145,0,124,3,,,,,,
"Tyler Burgoon","Pitcher",0,0,79,169,0,124,2,,,,,,
"Kelvin Perez","Pitcher",0,0,66,182,0,124,2,,,,,,
"Benino Pruneda","Pitcher",0,0,81,167,0,124,2,,,,,,
"Grant Dayton","Pitcher",161,0,87,0,0,124,2,,,,,,
"Ryan Weber","Pitcher",0,0,55,193,0,124,2,,,,,,
"Kevin Gregg","Pitcher",0,0,81,135,156,124,3,,,,,,
"Jake Barrett","Pitcher",0,0,0,124,0,124,1,,,,,,
"Steve Geltz","Pitcher",133,0,88,151,0,124,3,,,,,,
"Yasiel Balaguert","Hitter",0,0,43.5,204,0,123.75,2,,,,,,
"Goose Kallunki","Hitter",0,0,42.5,205,0,123.75,2,,,,,,
"Dionis Hinojosa","Hitter",0,0,45,202.5,0,123.75,2,,,,,,
"James Baldwin","Hitter",0,0,36.5,211,0,123.75,2,,,,,,
"Nick Urbanus","Hitter",0,0,51.5,196,0,123.75,2,,,,,,
"Victor De Jesus","Hitter",0,0,42,205,0,123.5,2,,,,,,
"Willson Contreras","Hitter",0,0,46,201,0,123.5,2,,,,,,
"Bennett Pickar","Hitter",0,0,41,206,0,123.5,2,,,,,,
"Victor Payano","Pitcher",0,0,91,156,0,123.5,2,,,,,,
"Randol Rojas","Pitcher",0,0,87,160,0,123.5,2,,,,,,
"Oliver Drake","Pitcher",0,0,52,195,0,123.5,2,,,,,,
"Cole Johnson","Pitcher",0,0,89,158,0,123.5,2,,,,,,
"Miguel Pena","Pitcher",0,0,119,128,0,123.5,2,,,,,,
"Brandon Lyon","Pitcher",141,0,100,129,124,123.5,4,,,,,,
"Andrew Robinson","Pitcher",0,0,75,172,0,123.5,2,,,,,,
"Jhan Marinez","Pitcher",136,0,87,147,0,123.33,3,,,,,,
"Kentrell Hill","Hitter",0,0,47,199.5,0,123.25,2,,,,,,
"Wilson Garcia","Hitter",0,0,55,191.5,0,123.25,2,,,,,,
"Walker Gourley","Hitter",0,0,50.5,196,0,123.25,2,,,,,,
"Matthew Scioscia","Hitter",0,0,50.5,196,0,123.25,2,,,,,,
"Freddy Sanchez","Hitter",175,0,71.5,0,0,123.25,2,,,,,,
"Ashley Ponce","Hitter",0,0,52.5,194,0,123.25,2,,,,,,
"Manuel Hernandez","Hitter",0,0,41,205.5,0,123.25,2,,,,,,
"Wilfredo Solano","Hitter",0,0,43,203.5,0,123.25,2,,,,,,
"Major Blair","Hitter",0,0,49.5,197,0,123.25,2,,,,,,
"Jared Burton","Pitcher",104,0,118,118,153,123.25,4,,,,,,
"Beau Bishop","Hitter",0,0,0,123,0,123,1,,,,,,
"Tyler Roberts","Hitter",0,0,46.5,199.5,0,123,2,,,,,,
"Nathan Mikolas","Hitter",0,0,0,123,0,123,1,,,,,,
"Arturo Nieto","Hitter",0,0,0,123,0,123,1,,,,,,
"Justin Wright","Pitcher",0,0,79,167,0,123,2,,,,,,
"Jairo Asencio","Pitcher",143,0,84,142,0,123,3,,,,,,
"Matt Bywater","Pitcher",0,0,106,140,0,123,2,,,,,,
"Edgar Ibarra","Pitcher",0,0,58,188,0,123,2,,,,,,
"Arismendy Ozoria","Pitcher",0,0,86,160,0,123,2,,,,,,
"Wilmer Font","Pitcher",150,0,96,0,0,123,2,,,,,,
"Austin Fleet","Pitcher",0,0,75,171,0,123,2,,,,,,
"Jean Carlos Valdez","Hitter",0,0,44.5,201,0,122.75,2,,,,,,
"Ryan Mattheus","Pitcher",116,0,121,119,135,122.75,4,,,,,,
"Cody Eppley","Pitcher",136,0,79,164,112,122.75,4,,,,,,
"Jon Rauch","Pitcher",128,0,96,134,133,122.75,4,,,,,,
